Team1,Team1Score,Team2,Team2Score
Los Angeles Lakers,116,Denver Nuggets,125
Golden State Warriors,108,Portland Trail Blazers,125
Orlando Magic,88,Sacramento Kings,94
Cleveland Cavaliers,102,Los Angeles Clippers,116
Phoenix Suns,115,Charlotte Hornets,122
Washington Wizards,102,Miami Heat,129
Memphis Grizzlies,80,Dallas Mavericks,114
San Antonio Spurs,94,Oklahoma City Thunder,104
Orlando Magic,105,Los Angeles Clippers,113
Toronto Raptors,132,New York Knicks,106
Chicago Bulls,129,Atlanta Hawks,122
Golden State Warriors,103,Minnesota Timberwolves,109
Utah Jazz,116,New Orleans Pelicans,99
Sacramento Kings,104,Denver Nuggets,130
Houston Rockets,105,Dallas Mavericks,82
Indiana Pacers,99,Boston Celtics,97
Philadelphia 76ers,120,Brooklyn Nets,97
Cleveland Cavaliers,113,Los Angeles Lakers,127
San Antonio Spurs,93,Houston Rockets,109
Milwaukee Bucks,121,Memphis Grizzlies,103
Sacramento Kings,101,Oklahoma City Thunder,106
Miami Heat,99,Portland Trail Blazers,115
Indiana Pacers,101,Philadelphia 76ers,98
Minnesota Timberwolves,116,Washington Wizards,111
Oklahoma City Thunder,119,Atlanta Hawks,107
Toronto Raptors,116,Brooklyn Nets,102
Dallas Mavericks,110,New York Knicks,97
Los Angeles Clippers,112,Chicago Bulls,106
Charlotte Hornets,115,New Orleans Pelicans,119
Orlando Magic,72,San Antonio Spurs,108
Detroit Pistons,79,Utah Jazz,110
Cleveland Cavaliers,129,Phoenix Suns,107
Denver Nuggets,103,Los Angeles Lakers,112
Milwaukee Bucks,117,Orlando Magic,126
Washington Wizards,125,Boston Celtics,124
Miami Heat,119,Sacramento Kings,123
Los Angeles Lakers,106,Golden State Warriors,117
Toronto Raptors,106,Indiana Pacers,99
Charlotte Hornets,129,Atlanta Hawks,117
Philadelphia 76ers,118,New York Knicks,110
Los Angeles Clippers,96,Houston Rockets,101
Chicago Bulls,111,Memphis Grizzlies,110
New Orleans Pelicans,93,San Antonio Spurs,98
Detroit Pistons,113,Denver Nuggets,120
Phoenix Suns,88,Utah Jazz,116
Cleveland Cavaliers,105,Portland Trail Blazers,113
Boston Celtics,92,Orlando Magic,83
Brooklyn Nets,116,Philadelphia 76ers,120
Dallas Mavericks,115,Toronto Raptors,122
Los Angeles Clippers,113,Oklahoma City Thunder,121
Sacramento Kings,98,Golden State Warriors,93
Miami Heat,92,Los Angeles Lakers,91
Atlanta Hawks,117,Milwaukee Bucks,122
Houston Rockets,107,New Orleans Pelicans,101
Indiana Pacers,102,Washington Wizards,109
Dallas Mavericks,106,Brooklyn Nets,114
Charlotte Hornets,101,New York Knicks,124
Cleveland Cavaliers,114,Chicago Bulls,109
Denver Nuggets,94,Memphis Grizzlies,101
Minnesota Timberwolves,101,San Antonio Spurs,117
Sacramento Kings,97,Utah Jazz,103
Golden State Warriors,124,Phoenix Suns,109
Detroit Pistons,87,Portland Trail Blazers,100
Oklahoma City Thunder,132,Toronto Raptors,125
Boston Celtics,89,New Orleans Pelicans,108
Houston Rockets,129,Minnesota Timberwolves,120
Portland Trail Blazers,122,Los Angeles Clippers,109
Milwaukee Bucks,117,Cleveland Cavaliers,124
Los Angeles Lakers,100,Indiana Pacers,110
Charlotte Hornets,94,Philadelphia 76ers,108
Memphis Grizzlies,115,Brooklyn Nets,118
Denver Nuggets,141,Miami Heat,149
Chicago Bulls,92,New York Knicks,110
Golden State Warriors,75,San Antonio Spurs,89
Detroit Pistons,106,Sacramento Kings,90
Toronto Raptors,93,Orlando Magic,86
Oklahoma City Thunder,99,Boston Celtics,100
Los Angeles Clippers,109,Minnesota Timberwolves,123
Dallas Mavericks,105,New Orleans Pelicans,115
Atlanta Hawks,99,Utah Jazz,94
Detroit Pistons,115,Phoenix Suns,88
Houston Rockets,115,Portland Trail Blazers,111
Toronto Raptors,129,Cleveland Cavaliers,132
Memphis Grizzlies,105,Philadelphia 76ers,119
Charlotte Hornets,111,Brooklyn Nets,105
New York Knicks,98,Miami Heat,119
Denver Nuggets,135,Chicago Bulls,102
Los Angeles Clippers,127,Milwaukee Bucks,120
Indiana Pacers,92,New Orleans Pelicans,96
Washington Wizards,90,San Antonio Spurs,98
Memphis Grizzlies,79,Charlotte Hornets,140
Philadelphia 76ers,118,Orlando Magic,98
Detroit Pistons,96,Houston Rockets,100
Los Angeles Lakers,125,New Orleans Pelicans,128
Utah Jazz,119,Dallas Mavericks,112
Atlanta Hawks,90,Sacramento Kings,105
Los Angeles Clippers,104,Indiana Pacers,109
Denver Nuggets,108,Washington Wizards,100
Phoenix Suns,95,Cleveland Cavaliers,120
Minnesota Timberwolves,108,New York Knicks,104
Brooklyn Nets,112,Toronto Raptors,116
Milwaukee Bucks,118,Chicago Bulls,105
Miami Heat,99,Oklahoma City Thunder,105
Utah Jazz,120,San Antonio Spurs,124
Boston Celtics,105,Portland Trail Blazers,100
Atlanta Hawks,94,Golden State Warriors,106
Minnesota Timberwolves,108,Philadelphia 76ers,120
Chicago Bulls,95,Detroit Pistons,117
Phoenix Suns,99,Orlando Magic,105
New Orleans Pelicans,91,Houston Rockets,114
Los Angeles Lakers,100,Memphis Grizzlies,93
Charlotte Hornets,102,Dallas Mavericks,98
Cleveland Cavaliers,121,Brooklyn Nets,114
San Antonio Spurs,103,Milwaukee Bucks,106
Miami Heat,107,Indiana Pacers,113
Boston Celtics,104,Sacramento Kings,93
Los Angeles Clippers,117,Toronto Raptors,106
New York Knicks,101,Washington Wizards,97
Portland Trail Blazers,108,Oklahoma City Thunder,105
Atlanta Hawks,99,Houston Rockets,118
Utah Jazz,110,Golden State Warriors,91
New York Knicks,128,Charlotte Hornets,137
Los Angeles Lakers,106,Detroit Pistons,112
Denver Nuggets,104,Philadelphia 76ers,123
Memphis Grizzlies,101,Minnesota Timberwolves,93
Boston Celtics,102,Phoenix Suns,94
San Antonio Spurs,106,Washington Wizards,116
Denver Nuggets,110,Toronto Raptors,114
Chicago Bulls,86,Houston Rockets,118
Cleveland Cavaliers,79,Miami Heat,98
Portland Trail Blazers,107,New Orleans Pelicans,103
Dallas Mavericks,103,Sacramento Kings,97
Indiana Pacers,92,Golden State Warriors,81
Milwaukee Bucks,98,Los Angeles Clippers,105
Cleveland Cavaliers,118,Charlotte Hornets,105
Brooklyn Nets,111,Orlando Magic,104
New York Knicks,101,Philadelphia 76ers,118
Portland Trail Blazers,103,Memphis Grizzlies,108
Atlanta Hawks,114,Minnesota Timberwolves,126
Boston Celtics,97,Utah Jazz,94
Los Angeles Clippers,111,Phoenix Suns,99
Dallas Mavericks,93,Los Angeles Lakers,103
Washington Wizards,92,Detroit Pistons,103
Chicago Bulls,92,Miami Heat,103
Oklahoma City Thunder,99,San Antonio Spurs,103
Indiana Pacers,106,Sacramento Kings,103
Milwaukee Bucks,116,Golden State Warriors,107
Chicago Bulls,90,Orlando Magic,82
Philadelphia 76ers,101,Atlanta Hawks,91
New Orleans Pelicans,102,Cleveland Cavaliers,107
Phoenix Suns,103,Houston Rockets,104
Denver Nuggets,126,Oklahoma City Thunder,125
Minnesota Timberwolves,93,Dallas Mavericks,92
Memphis Grizzlies,97,Utah Jazz,107
Milwaukee Bucks,124,Los Angeles Lakers,122
Los Angeles Clippers,96,Portland Trail Blazers,105
Charlotte Hornets,93,Washington Wizards,107
Detroit Pistons,115,New York Knicks,109
Toronto Raptors,99,Boston Celtics,110
Brooklyn Nets,110,Miami Heat,109
Golden State Warriors,112,Sacramento Kings,96
