Team1,Team1Score,Team2,Team2Score
Miami Heat,103,Philadelphia 76ers,130
New Orleans Pelicans,97,Portland Trail Blazers,95
Milwaukee Bucks,107,Boston Celtics,113
Indiana Pacers,98,Cleveland Cavaliers,80
Utah Jazz,108,Oklahoma City Thunder,116
Minnesota Timberwolves,101,Houston Rockets,104
Miami Heat,113,Philadelphia 76ers,103
San Antonio Spurs,101,Golden State Warriors,116
Washington Wizards,119,Toronto Raptors,130
Milwaukee Bucks,106,Boston Celtics,120
New Orleans Pelicans,111,Portland Trail Blazers,102
Indiana Pacers,97,Cleveland Cavaliers,100
Utah Jazz,102,Oklahoma City Thunder,95
Minnesota Timberwolves,82,Houston Rockets,102
Philadelphia 76ers,128,Miami Heat,108
Portland Trail Blazers,102,New Orleans Pelicans,119
Golden State Warriors,110,San Antonio Spurs,97
Cleveland Cavaliers,90,Indiana Pacers,92
Toronto Raptors,103,Washington Wizards,122
Boston Celtics,92,Milwaukee Bucks,116
Philadelphia 76ers,106,Miami Heat,102
Portland Trail Blazers,123,New Orleans Pelicans,131
Houston Rockets,105,Minnesota Timberwolves,121
Oklahoma City Thunder,102,Utah Jazz,115
Boston Celtics,102,Milwaukee Bucks,104
Golden State Warriors,90,San Antonio Spurs,103
Toronto Raptors,98,Washington Wizards,106
Cleveland Cavaliers,104,Indiana Pacers,100
Houston Rockets,119,Minnesota Timberwolves,100
Oklahoma City Thunder,96,Utah Jazz,113
Milwaukee Bucks,87,Boston Celtics,92
Miami Heat,91,Philadelphia 76ers,104
San Antonio Spurs,91,Golden State Warriors,99
Indiana Pacers,95,Cleveland Cavaliers,98
Washington Wizards,98,Toronto Raptors,108
Minnesota Timberwolves,104,Houston Rockets,122
Utah Jazz,99,Oklahoma City Thunder,107
Boston Celtics,86,Milwaukee Bucks,97
Toronto Raptors,102,Washington Wizards,92
Cleveland Cavaliers,87,Indiana Pacers,121
Oklahoma City Thunder,91,Utah Jazz,96
Milwaukee Bucks,96,Boston Celtics,112
New Orleans Pelicans,101,Golden State Warriors,123
Indiana Pacers,101,Cleveland Cavaliers,105
Utah Jazz,96,Houston Rockets,110
Philadelphia 76ers,101,Boston Celtics,117
