Team1,Team1Score,Team2,Team2Score
Houston Rockets,105,Memphis Grizzlies,83
Milwaukee Bucks,79,Dallas Mavericks,111
Sacramento Kings,90,Portland Trail Blazers,102
Washington Wizards,91,Toronto Raptors,100
Indiana Pacers,120,Miami Heat,95
Golden State Warriors,118,Brooklyn Nets,111
Detroit Pistons,100,Minnesota Timberwolves,97
Chicago Bulls,105,Phoenix Suns,113
Denver Nuggets,109,Los Angeles Lakers,127
Minnesota Timberwolves,102,Charlotte Hornets,118
Cleveland Cavaliers,116,Detroit Pistons,88
Indiana Pacers,105,Orlando Magic,97
Utah Jazz,86,Philadelphia 76ers,107
Los Angeles Clippers,85,New York Knicks,107
Portland Trail Blazers,100,Memphis Grizzlies,92
Washington Wizards,99,Milwaukee Bucks,88
Oklahoma City Thunder,107,New Orleans Pelicans,114
Boston Celtics,110,Dallas Mavericks,102
Atlanta Hawks,85,San Antonio Spurs,96
Denver Nuggets,114,Sacramento Kings,98
Chicago Bulls,94,Los Angeles Lakers,103
Washington Wizards,124,Charlotte Hornets,129
Brooklyn Nets,109,Cleveland Cavaliers,119
Portland Trail Blazers,81,Philadelphia 76ers,101
Los Angeles Clippers,116,Atlanta Hawks,103
Boston Celtics,98,Miami Heat,104
Toronto Raptors,100,New York Knicks,108
Denver Nuggets,95,Houston Rockets,125
Dallas Mavericks,95,Memphis Grizzlies,94
Orlando Magic,118,Minnesota Timberwolves,124
San Antonio Spurs,90,New Orleans Pelicans,107
Golden State Warriors,91,Oklahoma City Thunder,108
Milwaukee Bucks,113,Phoenix Suns,107
Chicago Bulls,80,Utah Jazz,110
Los Angeles Lakers,102,Sacramento Kings,113
Portland Trail Blazers,127,Brooklyn Nets,125
New York Knicks,104,Atlanta Hawks,116
Orlando Magic,103,Boston Celtics,118
Charlotte Hornets,99,Cleveland Cavaliers,100
Toronto Raptors,104,Indiana Pacers,107
Miami Heat,109,Minnesota Timberwolves,97
Detroit Pistons,99,Oklahoma City Thunder,98
Memphis Grizzlies,92,Denver Nuggets,104
New Orleans Pelicans,115,Phoenix Suns,91
Chicago Bulls,94,Golden State Warriors,143
San Antonio Spurs,106,Charlotte Hornets,86
Orlando Magic,111,Philadelphia 76ers,130
Portland Trail Blazers,108,Washington Wizards,105
Toronto Raptors,112,Atlanta Hawks,78
New York Knicks,102,Houston Rockets,117
Boston Celtics,108,Indiana Pacers,98
Oklahoma City Thunder,81,Dallas Mavericks,97
New Orleans Pelicans,95,Golden State Warriors,110
Milwaukee Bucks,108,Utah Jazz,121
Los Angeles Clippers,97,Sacramento Kings,95
Miami Heat,100,Chicago Bulls,93
Phoenix Suns,108,Minnesota Timberwolves,119
Brooklyn Nets,98,Memphis Grizzlies,88
Orlando Magic,109,Indiana Pacers,121
Cleveland Cavaliers,113,Philadelphia 76ers,91
Detroit Pistons,118,Boston Celtics,108
Portland Trail Blazers,103,New York Knicks,91
Brooklyn Nets,103,Houston Rockets,117
Dallas Mavericks,108,San Antonio Spurs,115
Sacramento Kings,110,Golden State Warriors,106
Los Angeles Lakers,115,Los Angeles Clippers,120
Miami Heat,97,Cleveland Cavaliers,108
Phoenix Suns,104,Chicago Bulls,99
Washington Wizards,92,Minnesota Timberwolves,89
Milwaukee Bucks,112,Sacramento Kings,87
Denver Nuggets,77,Utah Jazz,106
Phoenix Suns,107,Detroit Pistons,131
Oklahoma City Thunder,108,Orlando Magic,121
Washington Wizards,113,Philadelphia 76ers,118
Miami Heat,86,New York Knicks,115
Charlotte Hornets,113,Toronto Raptors,126
Indiana Pacers,97,Houston Rockets,118
Minnesota Timberwolves,120,New Orleans Pelicans,102
Brooklyn Nets,109,Dallas Mavericks,104
Memphis Grizzlies,95,San Antonio Spurs,104
Golden State Warriors,127,Los Angeles Lakers,123
Cleveland Cavaliers,121,Atlanta Hawks,114
Philadelphia 76ers,97,Boston Celtics,108
Chicago Bulls,110,Denver Nuggets,111
Milwaukee Bucks,103,Portland Trail Blazers,91
Utah Jazz,126,Los Angeles Clippers,107
